y,x1,x2
15.71,32.06,79.64
15.74,32.12,79.39
15.77,32.1,78.26
15.8,32.16,76.88
15.83,32.2,77.19
15.86,32.17,77.17
15.89,32.13,76.29
15.92,32.06,75.27
15.95,31.97,76.83
15.98,31.93,78.41
16.01,31.92,76.89
16.04,31.96,78.81
16.07,31.97,78.08
16.1,31.99,72.97
16.13,31.99,76.93
16.16,31.99,75.65
16.19,31.97,76.66
16.22,31.89,74.27
16.25,31.83,74.09
16.28,31.78,73.48
16.31,31.71,76.64
16.34,31.72,78.12
16.37,31.75,77.76
16.4,31.82,76.55
16.3,31.86,74.2
16.2,31.83,74.44
16.1,31.82,75.81
16,31.82,78.03
15.9,31.85,74.22
15.8,31.9,77.33
15.7,31.94,77.85
15.6,32.05,78.08
15.5,32.12,76.28
15.4,32.16,74.64
15.3,32.12,74.42
15.2,32.1,74
15.1,32.03,73.45
15,31.93,72.73
14.9,31.83,71.78
14.8,31.71,74.73
14.7,31.57,74.47
14.6,31.48,77
14.5,31.44,77.22
14.4,31.47,73.2
14.3,31.48,75.54
14.2,31.55,77.23
14.1,31.57,77.11
14,31.61,74.88
13.9,31.71,76.19
13.8,31.66,70.48
13.7,31.68,75.2
13.7,31.65,74.57
13.7,31.68,73.43
13.7,31.71,73.75
13.7,31.74,76.35
13.7,31.78,75.44
13.7,31.81,75.26
13.7,31.83,75.31
13.7,31.92,74.07
13.7,31.97,75.2
13.7,32.02,72.89
13.7,32.05,69.38
13.7,31.99,74.83
13.7,31.99,72.74
13.7,32.03,71.63
13.7,32.03,74.6
13.7,32.09,75.38
13.7,32.2,75.13
13.7,32.34,72.81
13.7,32.45,73.89
13.7,32.52,70.77
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
13.7,32.57,72.17
22.2,33.5,72.41
22.2,33.61,75.22
22.2,33.78,79
22.2,33.91,75.72
22.2,34.02,67.09
22.27,34.05,71.78
22.34,34.09,69.97
22.41,34.12,68.16
22.48,34.16,66.35
22.55,34.2,69.14
22.62,34.19,68.54
22.69,34.17,67.9
22.76,34.15,75.62
22.84,34.13,74.66
22.91,34.05,69.45
22.98,33.95,67.44
23.05,33.85,69.05
23.12,33.76,73.82
23.19,33.74,78.11
23.26,33.71,77.76
23.33,33.69,79.09
23.4,33.65,77.75
23.2,33.58,75.07
23,33.51,77.96
22.8,33.44,78.34
22.6,33.4,80.79
22.4,33.3,81.41
22.2,33.29,82.25
22,33.2,79.39
21.8,33.19,80.24
21.6,33.14,75.56
21.4,33.09,80.29
21.2,33.12,82.35
21,33.07,83.79
20.8,33.09,83.83
20.6,33.07,80.7
20.4,33.05,76.72
20.2,33.05,75.4
20,33.02,74.75
20.25,33.03,81.06
20.5,33.1,84.38
20.74,33.14,84.68
20.99,33.19,85.22
21.24,33.22,84.85
21.49,33.22,85.09
21.73,33.23,85.92
21.98,33.24,85.49
22.23,33.24,85.08
22.48,33.22,84.91
22.72,33.19,84.31
22.97,33.12,84.05
23.22,33.07,83.99
23.47,33,83.52
23.71,32.96,84.24
23.96,32.85,84.53
24.21,32.79,84.42
24.46,32.69,84.15
24.7,32.64,84.28
24.95,32.57,84.34
25.2,32.51,84.66
25.12,32.47,84.7
25.04,32.41,84.83
24.97,32.34,85.64
24.89,32.3,85.65
24.81,32.24,85.94
24.73,32.2,86.15
24.65,32.19,86.23
24.57,32.14,86.35
24.5,32.1,86.14
24.42,32.06,86.08
24.34,32.05,85.89
24.26,32,85.94
24.18,32,86.44
24.1,31.99,87.1
24.03,31.97,87.82
23.95,32,88.02
23.87,31.97,88.17
23.79,31.97,88.22
23.71,31.99,85.44
23.63,31.99,83.69
23.56,31.94,77.67
23.48,31.96,79.17
23.4,32,86.74
23.15,32.04,85.11
22.9,32.08,83.48
22.65,32.12,81.86
22.4,32.16,80.23
22.15,32.14,76.83
21.9,32.17,79.17
21.65,32.23,87.28
21.4,32.28,83.12
21.15,32.33,87.74
20.9,32.4,84.76
20.65,32.38,80.93
20.4,32.37,75.83
20.74,32.35,77.54
21.07,32.33,75.14
21.41,32.28,77.29
21.75,32.33,86.39
22.08,32.33,80.03
22.42,32.38,82.77
22.75,32.34,77.49
23.09,32.34,83.5
23.43,32.34,79.07
23.76,32.28,74.95
24.1,32.26,78.68
23.74,32.26,84.5
23.38,32.31,87.54
23.02,32.35,88.22
22.66,32.37,85.06
22.3,32.33,76.65
21.94,32.23,75.3
21.58,32.17,79.12
21.22,32.16,84.79
20.86,32.19,88.01
20.5,32.2,79.55
20.38,32.21,85.21
20.26,32.24,86.25
20.13,32.24,88.03
20.01,32.28,89.51
19.89,32.26,89.81
19.77,32.26,84.32
19.64,32.17,80.5
19.52,32.12,85.57
19.4,32.09,84.57
19.27,32.05,86.61
19.14,32.08,89.24
19.01,32.08,90.2
18.88,32.09,90.35
18.74,32.06,85.57
18.61,31.94,81.33
18.48,31.88,84.07
18.35,31.82,84.18
18.22,31.81,88.4
18.09,31.78,84.66
17.96,31.72,80.97
17.83,31.72,88.62
17.7,31.72,88.19
17.57,31.71,83.06
17.43,31.66,85.58
17.3,31.72,88.11
17.17,31.75,90.26
17.04,31.78,90.82
16.91,31.81,90.93
16.78,31.85,91.2
16.65,31.82,90.73
16.52,31.79,90.44
16.39,31.76,89.06
16.26,31.66,88.64
16.12,31.62,88.12
15.99,31.61,89.6
15.86,31.58,90.8
15.73,31.58,89.98
15.6,31.52,90.1
15.66,31.49,90.31
15.73,31.47,89.99
15.79,31.47,90.29
15.86,31.42,90.46
15.92,31.35,89.79
15.98,31.3,90.42
16.05,31.23,90.43
16.11,31.19,90.77
16.17,31.13,90.83
16.24,31.12,90.88
16.3,31.1,90.93
16.37,31.09,90.98
16.43,31.04,90.63
16.49,30.99,89.52
16.56,30.92,87.78
16.62,30.83,86.19
16.69,30.72,84.19
16.75,30.64,83.13
16.81,30.52,81.8
16.88,30.41,81.67
16.94,30.33,85.02
17,30.34,90.9
17.07,30.43,93.11
17.13,30.5,94.06
17.2,30.64,94.96
17.26,30.71,95.37
17.32,30.79,95.56
17.39,30.87,95.96
17.45,30.97,96.05
17.51,31.04,96.14
17.58,31.06,93.75
17.64,30.96,88.56
17.71,30.9,91.19
17.77,30.87,92.81
17.83,30.89,91
17.9,30.8,86.85
17.96,30.69,84.03
18.03,30.61,88.88
18.09,30.6,91.34
18.15,30.64,91.58
18.22,30.67,92.82
18.28,30.69,93.33
18.34,30.71,93.1
18.41,30.74,93.58
18.47,30.76,94.42
18.54,30.8,94.99
18.6,30.82,95.49
18.57,30.87,94.97
18.54,30.85,91.52
18.51,30.75,87.42
18.48,30.65,90.34
18.45,30.65,92.15
18.43,30.65,91.77
18.4,30.68,92.01
18.37,30.67,92.07
18.34,30.65,92.06
18.31,30.62,92.3
18.28,30.58,92.48
18.25,30.57,92.43
18.22,30.5,92.26
18.19,30.47,92.21
18.16,30.41,92.57
18.14,30.38,92.85
18.11,30.33,93.03
18.08,30.31,91.98
18.05,30.26,90.47
18.02,30.13,88.31
17.99,30.03,87.44
17.96,29.92,86.19
17.93,29.82,85.41
17.9,29.76,85.68
17.87,29.72,86.62
17.85,29.68,85.64
17.82,29.65,84.58
17.79,29.62,86.17
17.76,29.59,85.39
17.73,29.62,87.72
17.7,29.62,89.11
17.67,29.68,89.23
17.64,29.71,88.26
17.61,29.72,88.17
17.58,29.73,89.46
17.55,29.76,91.44
17.53,29.81,92.11
17.5,29.86,92.45
17.47,29.86,91.94
17.44,29.86,91.98
17.41,29.85,92.03
17.38,29.85,92.07
17.35,29.86,91.72
17.32,29.84,92.19
17.29,29.86,92.47
17.26,29.84,92.37
17.24,29.79,90.51
17.21,29.75,89.57
17.18,29.69,88.68
17.15,29.64,87.98
17.12,29.58,87.49
17.09,29.57,87.51
17.06,29.58,90.51
17.03,29.62,92.65
17,29.61,88.9
16.97,29.55,87.21
16.95,29.55,88.5
16.92,29.58,89.42
16.89,29.58,90.25
16.86,29.62,92.21
16.83,29.69,93.81
16.8,29.76,94.46
16.77,29.85,94.21
16.74,29.89,94.78
16.71,29.92,93.76
16.68,29.92,92.04
16.65,29.88,88.89
16.63,29.78,87.18
16.6,29.68,87.88
16.57,29.62,87.01
16.54,29.55,87.98
16.51,29.57,91.69
16.48,29.59,91.32
16.45,29.59,91.01
16.42,29.59,89.98
16.39,29.61,89.89
16.36,29.58,89.42
16.34,29.54,89.03
16.31,29.53,87.98
16.28,29.45,87.67
16.25,29.43,87.71
16.22,29.4,86.74
16.19,29.34,86.88
16.16,29.29,86.29
16.13,29.22,85.06
16.1,29.2,90.18
16.07,29.27,93.46
16.05,29.36,94.8
16.02,29.48,94.99
15.99,29.53,94.11
15.96,29.57,94.44
15.93,29.62,94.71
15.9,29.64,91.76
16.04,29.59,88.97
16.18,29.51,88.43
16.33,29.48,88.85
16.47,29.47,91.31
16.61,29.53,90.24
16.75,29.48,87.67
16.89,29.41,86.47
17.04,29.4,88.19
17.18,29.41,92.22
17.32,29.48,92.68
17.46,29.47,89.97
17.61,29.45,88.16
17.75,29.38,87.55
17.89,29.34,86.81
18.03,29.31,88.43
18.17,29.36,92.47
18.32,29.45,94.12
18.46,29.54,94.94
18.6,29.61,95.24
18.74,29.66,95.5
18.88,29.72,95.83
19.03,29.79,95.97
19.17,29.84,96.17
19.31,29.88,95.91
19.45,29.9,96.22
19.59,29.95,96.56
19.74,29.99,95.68
19.88,29.96,95.73
20.02,29.99,96.09
20.16,30.02,96.58
20.31,30.03,96.61
20.45,30.02,95.93
20.59,30.01,95.24
20.73,30,94.56
20.87,30,94.45
21.02,29.98,94.05
21.16,29.95,93.99
21.3,29.93,93.75
21.22,29.89,93.84
21.14,29.86,93.74
21.07,29.86,93.61
20.99,29.76,91.68
20.91,29.75,92.96
20.84,29.73,93.64
20.76,29.72,94.02
20.68,29.69,92.39
20.6,29.64,91.44
20.52,29.59,92.66
20.45,29.59,93.28
20.37,29.58,92.98
20.29,29.57,93.76
20.21,29.58,94.45
20.14,29.59,94.69
20.06,29.62,94.91
19.98,29.61,94.79
19.91,29.61,94.84
19.83,29.59,94.83
19.75,29.59,94.06
19.67,29.57,93.08
19.59,29.54,93.42
19.52,29.51,92.5
19.44,29.45,91.53
19.36,29.41,90.92
19.29,29.36,91.61
19.21,29.34,90.72
19.13,29.3,90.8
19.05,29.29,90.16
18.98,29.25,89.37
18.9,29.2,92.27
18.82,29.3,94.74
18.74,29.29,91.85
18.66,29.3,94.38
18.59,29.33,90.97
18.51,29.29,90.52
18.43,29.27,91.75
18.36,29.27,90.16
18.28,29.25,89.6
18.2,29.22,91.05
18.24,29.27,94.49
18.29,29.38,95.99
18.33,29.48,96.52
18.37,29.59,96.72
18.41,29.66,96.6
18.46,29.73,96.59
18.5,29.78,96.76
18.54,29.84,96.58
18.59,29.85,96
18.63,29.88,96.11
18.67,29.86,95.44
18.71,29.81,93.01
18.76,29.72,91.35
18.8,29.61,90.82
18.84,29.58,92.12
18.89,29.54,93.94
18.93,29.59,95.29
18.97,29.68,96.18
19.01,29.73,96.44
19.06,29.75,95.33
19.1,29.75,95.16
19.14,29.72,93.18
19.19,29.64,90.29
19.23,29.51,90.61
19.27,29.47,91.92
19.31,29.44,93.47
19.36,29.45,92.64
19.4,29.43,93
19.47,29.4,89.77
19.55,29.3,87.78
19.62,29.23,89
19.69,29.19,88.74
19.76,29.07,89.34
19.84,29.09,90.47
19.91,29.09,92.71
19.98,29.1,90.88
20.05,29.09,91.65
20.13,29.13,92.47
20.2,29.18,93.29
20.27,29.22,94.11
20.35,29.26,94.93
20.42,29.26,92.63
20.49,29.29,93.24
20.56,29.29,93.16
20.64,29.3,92.41
20.71,29.27,92.8
20.78,29.3,94.54
20.85,29.34,94.39
20.93,29.34,93.26
21,29.36,94.02
21.07,29.36,92.68
21.15,29.27,91.07
21.22,29.23,89.47
21.29,29.14,88.81
21.36,29.06,87.95
21.44,28.99,88.89
21.51,28.91,89.22
21.58,28.86,91.96
21.65,28.89,93.35
21.73,28.92,92.98
21.8,28.96,93.09
21.63,29.02,94.49
21.45,29.06,95.53
21.28,29.07,93.32
21.1,29.09,94.5
20.93,29.14,95.95
20.75,29.17,95.08
20.58,29.22,96.14
20.41,29.31,96.83
20.23,29.36,95.75
20.06,29.27,92.59
19.88,29.19,90.43
19.71,29.06,88.77
19.54,28.93,87.9
19.36,28.82,88.86
19.19,28.74,87.85
19.01,28.65,89.44
18.84,28.63,88.69
18.66,28.58,89
18.49,28.57,90.31
18.32,28.57,92.68
18.14,28.65,94.1
17.97,28.69,94.67
17.79,28.78,94.66
17.62,28.82,93.42
17.45,28.85,95.23
17.27,28.89,95.31
17.1,28.91,91.9
16.92,28.82,89.64
16.75,28.71,88.63
16.57,28.63,88.1
16.4,28.55,87.85
16.52,28.44,88.74
16.64,28.41,90.71
16.77,28.44,93.15
16.89,28.54,95.86
17.01,28.68,96.99
17.13,28.84,97.56
17.25,28.93,97.36
17.38,28.98,97.25
17.5,29.04,97.11
17.62,29.04,94.59
17.74,28.95,92.08
17.86,28.91,92.77
17.98,28.88,94.59
18.11,28.93,94.62
18.23,28.92,93.34
18.35,28.91,94.63
18.47,28.96,95.94
18.59,29.02,95.34
18.72,28.98,92.08
18.84,28.91,90.37
18.96,28.79,89.36
19.08,28.69,88.79
19.2,28.63,88.86
19.32,28.55,88.07
19.45,28.45,88.15
19.57,28.43,88.69
19.69,28.37,91.63
19.81,28.43,92.62
19.93,28.48,92.88
20.06,28.52,93.61
20.18,28.56,94.34
20.3,28.6,95.07
20.25,28.68,95.93
20.21,28.78,96.91
20.16,28.91,97.44
20.11,29.02,97.85
20.06,29.1,98
20.02,29.19,98.12
19.97,29.31,98.26
19.92,29.36,98.33
19.88,29.43,98.35
19.83,29.47,98.23
19.78,29.5,98.06
19.74,29.53,97.75
19.69,29.54,97.55
19.64,29.53,97.25
19.59,29.48,96.96
19.55,29.45,96.5
19.5,29.43,96.51
19.45,29.4,96.67
19.41,29.37,96.8
19.36,29.4,96.79
19.31,29.4,96.82
19.26,29.4,96.87
19.22,29.37,96.76
19.17,29.41,96.77
19.12,29.38,96.78
19.08,29.37,96.79
19.03,29.37,96.86
18.98,29.36,96.83
18.94,29.34,96.62
18.89,29.33,96.85
18.84,29.33,96.87
18.79,29.3,95.82
18.75,29.2,92.21
18.7,29.04,89.82
18.64,28.86,88.5
18.57,28.72,88.39
18.51,28.57,87.89
18.45,28.47,92.61
18.39,28.51,95.75
18.32,28.65,97.17
18.26,28.78,97.97
18.2,28.91,98.36
18.13,29.04,98.73
18.07,29.13,98.84
18.01,29.2,98.85
17.95,29.27,98.47
17.88,29.29,98.3
17.82,29.27,97.2
17.76,29.22,95.58
17.69,29.1,92.46
17.63,28.96,93.1
17.57,28.96,94.24
17.51,28.91,94.66
17.44,28.91,94.93
17.38,28.86,93.07
